HP 1;HP 10;HP 100;HP 101;HP 102;HP 103;HP 104;HP 106;HP 109;HP 11;HP 110;HP 111;HP 112;HP 113;HP 115;HP 116;HP 117;HP 12;HP 121;HP 122;HP 123;HP 124;HP 125;HP 126;HP 127;HP 128;HP 129;HP 13;HP 130;HP 131;HP 132;HP 133;HP 136;HP 138;HP 139;HP 14;HP 140;HP 141;HP 142;HP 143;HP 144;HP 145;HP 146;HP 15;HP 150;HP 152;HP 153;HP 154;HP 156;HP 157;HP 158;HP 159;HP 16;HP 160;HP 161;HP 162;HP 163;HP 165;HP 166;HP 167;HP 168;HP 17;HP 172;HP 173;HP 174;HP 176;HP 177;HP 178;HP 179;HP 18;HP 180;HP 181;HP 182;HP 184;HP 185;HP 186;HP 187;HP 188;HP 19;HP 192;HP 2;HP 20;HP 21;HP 22;HP 23;HP 24;HP 25;HP 26;HP 27;HP 28;HP 29;HP 30;HP 31;HP 32;HP 33;HP 34;HP 35;HP 36;HP 37;HP 38;HP 39;HP 40;HP 41;HP 42;HP 43;HP 44;HP 45;HP 46;HP 47;HP 48;HP 49;HP 50;HP 51;HP 52;HP 53;HP 54;HP 55;HP 56;HP 57;HP 58;HP 59;HP 6;HP 60;HP 65;HP 67;HP 68;HP 69;HP 7;HP 70;HP 71;HP 72;HP 76;HP 77;HP 8;HP 80;HP 81;HP 82;HP 85;HP 86;HP 87;HP 88;HP 89;HP 9;HP 90;HP 93;HP 95;HP 96;HP 98;HP 99
HP 77;359.930878;189.563232;609.941956;601.821472;623.399536;635.630249;740.730835;767.067505;773.815063;177.263092;472.334534;535.866150;521.182190;520.777588;498.608398;498.111542;498.192261;192.712326;185.015900;167.411163;148.846146;492.536133;527.125061;554.334229;506.334076;541.225464;567.153015;145.977722;675.002869;699.969604;696.519958;677.954956;750.614563;448.123932;499.744232;161.965881;340.997162;721.072754;475.409698;498.314514;661.665588;578.181458;469.721527;87.271118;244.523148;159.524063;129.597198;100.249847;241.668259;177.117401;143.862396;142.306671;70.492126;94.831284;151.980682;173.959656;199.164856;280.131378;222.452133;111.438873;356.244049;99.186005;210.021332;471.327423;451.356018;488.884491;403.590027;839.114868;592.020508;82.533165;606.488220;220.243286;391.180054;585.718872;311.555389;439.821014;442.140900;308.722595;107.895760;122.678947;417.657196;91.335144;137.613922;242.525085;206.998230;182.646271;212.345154;236.697113;355.706390;280.164612;326.190247;311.810791;370.741547;356.362091;454.828339;444.761292;434.169464;423.024567;516.431580;502.866699;465.053833;450.590759;444.494965;467.239899;339.184387;345.130463;361.285095;386.089630;342.546539;533.512024;481.437683;174.467102;190.833115;116.883209;110.045349;226.283325;433.598877;336.274689;494.290314;396.966156;246.640305;165.293823;307.734192;221.142761;444.903473;458.495026;477.315887;122.657852;757.425964;780.141052;810.151733;372.631317;0.000000;166.297241;511.074402;458.798462;483.506958;475.299255;549.656738;451.046326;488.778595;429.309601;150.848007;447.380157;182.582947;90.582718;175.326248;193.062378;587.983765
HP 8;401.908997;50.249695;591.800110;583.679626;605.257690;617.488403;722.589050;748.925720;755.673279;41.059914;514.312622;517.724426;503.040375;502.635803;480.466614;479.969757;480.050476;26.415085;51.455391;69.060127;87.625145;474.394348;508.983276;536.192444;488.192291;523.083679;549.011230;246.312897;656.861084;681.827820;678.378174;659.813171;732.472778;429.982117;481.602417;262.301056;322.855377;763.050903;457.267914;480.172729;643.523804;560.039673;511.699646;187.606293;286.501282;43.123650;76.487892;66.047401;223.526474;158.975616;135.017975;179.436554;170.827301;111.253807;14.316559;7.662415;32.867615;261.989624;58.398399;211.774033;398.222168;199.521164;241.435486;453.185638;433.214233;470.742706;385.448242;820.973083;599.792725;182.868332;588.346375;53.946045;373.038269;567.577148;353.533508;481.799133;484.119019;350.700714;208.230927;195.743958;459.635315;191.670319;237.949112;342.860291;307.333405;282.981476;312.680359;337.032288;456.041565;322.142731;368.168365;353.788910;412.719666;398.340210;496.806458;486.739410;476.147583;465.002686;558.409668;544.844788;507.031952;492.568878;486.473083;509.218018;381.162506;387.108582;403.263214;428.067749;384.524658;575.490112;523.415833;274.802307;291.168335;217.218369;183.110352;62.229591;415.457092;318.132904;476.148529;378.824371;228.498520;156.449402;289.592438;252.556915;426.761688;440.353241;459.174103;113.813438;739.284180;761.999268;792.009949;354.489532;166.297256;0.000000;553.052490;500.776581;525.485046;517.277344;591.634888;493.024445;530.756775;471.287720;15.449242;489.358276;282.918121;163.647720;19.006609;29.008640;569.841919
HP 80;189.887299;576.318481;466.313751;458.193329;479.771362;479.462311;418.174774;444.511444;451.259033;564.018433;65.812012;392.238098;377.554016;377.149475;354.980286;354.483398;354.564117;579.467590;531.983337;514.378601;495.813599;336.666290;371.255219;398.464355;338.269714;373.161133;399.088654;366.286682;352.446838;377.413574;373.963928;355.398926;428.058533;278.080353;263.824066;382.274841;378.117249;398.516846;319.539856;354.686401;339.109528;255.625458;219.196381;457.766449;345.121246;509.928894;476.564636;487.005127;418.334717;482.885590;448.420746;404.002167;441.772278;441.798737;538.735962;560.714905;585.920105;484.613617;609.207397;457.983276;337.818878;445.730408;438.067444;641.282349;621.310913;500.724915;415.430450;516.558838;269.464478;429.731232;462.860077;606.998535;414.592682;429.053040;199.519012;185.364548;187.684448;290.297424;436.927948;632.705933;247.613617;420.929260;406.748016;510.462067;427.307190;450.583252;480.282135;457.006073;396.815887;261.739441;307.765076;322.144531;352.316376;366.695831;156.898438;146.831390;179.713013;168.568115;5.357178;8.207703;58.531311;60.483643;190.038513;169.309998;259.253784;326.705292;342.859924;367.664459;324.121368;22.437622;74.915161;442.404083;458.770081;463.427612;620.072266;613.038574;603.553711;506.229614;506.130737;408.806580;508.335815;426.989319;569.429749;449.188873;614.858337;628.449951;647.270813;469.625305;434.869934;457.584991;487.595703;433.894165;511.074402;553.052490;0.000000;52.275940;27.567444;35.775146;40.077271;153.116425;118.604935;174.853149;537.603271;192.923721;402.891907;600.609680;562.081543;579.817688;444.355591
HP 81;137.611359;524.042603;414.037811;405.917389;427.495422;427.186310;365.898834;392.235504;398.983093;511.742432;13.536072;339.962158;325.278076;324.873535;302.704346;302.207458;302.288177;527.191711;479.707397;462.102661;443.537659;284.390350;318.979279;346.188416;285.993744;320.885162;346.812683;314.010742;300.170898;325.137634;321.687988;303.122986;375.782593;225.804413;211.548126;329.998901;325.841309;346.240875;267.263916;302.410461;286.833588;203.349518;166.920441;405.490509;292.845306;457.652954;424.288696;434.729187;366.058777;430.609650;396.144806;351.726227;389.496338;389.522797;486.460022;508.438995;533.644226;432.337677;556.931519;405.707336;285.542938;393.454468;385.791504;589.006470;569.035034;448.448975;363.154510;464.282898;217.188553;377.455292;410.584137;554.722656;362.316742;376.777069;147.243073;189.822647;192.142548;238.021484;384.652008;580.430054;195.337677;368.653320;354.472076;458.186127;375.031250;398.307312;428.006195;404.730133;344.539948;209.463501;255.489136;269.868591;300.040436;314.419891;204.829987;194.762939;184.171112;173.026215;57.633118;60.483643;6.255371;8.207703;194.496613;217.241547;206.977844;274.429352;290.583984;315.388519;271.845428;74.713562;22.639221;390.128143;406.494141;411.151672;567.796387;560.762695;551.277832;453.953674;453.854797;356.530640;456.059875;374.713379;517.153809;396.912933;562.582458;576.174072;594.994934;417.349365;382.593994;405.309052;435.319763;381.618225;458.798462;500.776581;52.275940;0.000000;24.708496;32.916199;92.353210;201.047974;170.880875;179.311249;485.327332;197.381821;350.615967;548.333801;509.805603;527.541748;392.079651
HP 82;162.319855;548.751099;438.746307;430.625885;452.203918;451.894806;390.607330;416.944000;423.691589;536.450928;38.244568;364.670654;349.986572;349.582031;327.412842;326.915955;326.996674;551.900146;504.415894;486.811157;468.246155;309.098846;343.687775;370.896912;310.702240;345.593658;371.521179;338.719238;324.879395;349.846130;346.396484;327.831482;400.491089;250.512909;236.256622;354.707397;350.549805;370.949402;291.972412;327.118958;311.542084;228.058014;191.628937;430.199005;317.553802;482.361450;448.997192;459.437683;390.767273;455.318146;420.853302;376.434723;414.204834;414.231293;511.168518;533.147461;558.352661;457.046173;581.640015;430.415833;310.251434;418.162964;410.500000;613.714966;593.743530;473.157471;387.863007;488.991394;241.897049;402.163788;435.292633;579.431152;387.025238;401.485565;171.951569;212.931992;215.251892;262.729980;409.360504;605.138550;220.046173;393.361816;379.180573;482.894623;399.739746;423.015808;452.714691;429.438629;369.248444;234.171997;280.197632;294.577087;324.748932;339.128387;184.465881;174.398834;207.280457;196.135559;32.924622;35.775146;30.963867;32.916199;217.605957;196.877441;231.686340;299.137848;315.292480;340.097015;296.553925;50.005066;47.347717;414.836639;431.202637;435.860168;592.504883;585.471191;575.986328;478.662170;478.563293;381.239136;480.768372;399.421875;541.862305;421.621429;587.290955;600.882568;619.703430;442.057861;407.302490;430.017548;460.028259;406.326721;483.506958;525.485046;27.567444;24.708496;0.000000;8.207703;67.644714;180.683868;146.172379;202.420593;510.035828;220.491165;375.324463;573.042297;534.514099;552.250244;416.788147
HP 85;154.112152;540.543335;430.538605;422.418182;443.996216;443.687164;382.399628;408.736298;415.483887;528.243286;46.452271;356.462952;341.778870;341.374329;319.205139;318.708252;318.788971;543.692444;496.208191;478.603455;460.038452;300.891144;335.480072;362.689209;302.494568;337.385986;363.313507;330.511536;316.671692;341.638428;338.188782;319.623779;392.283386;242.305206;228.048920;346.499695;342.342102;362.741699;283.764709;318.911255;303.334381;219.850311;183.421234;421.991302;309.346100;474.153748;440.789490;451.229980;382.559570;447.110443;412.645599;368.227020;405.997131;406.023590;502.960815;524.939758;550.144958;448.838470;573.432251;422.208130;302.043732;409.955261;402.292297;605.507202;585.535767;464.949768;379.655304;480.783691;233.689346;393.956085;427.084930;571.223389;378.817535;393.277893;163.743866;205.072586;207.392487;254.522278;401.152802;596.930786;211.838470;385.154114;370.972870;474.686920;391.532043;414.808105;444.506989;421.230927;361.040741;225.964294;271.989929;286.369385;316.541229;330.920685;176.606476;166.539429;199.421051;188.276154;41.132324;27.567444;39.171570;24.708496;209.746552;189.018036;223.478638;290.930145;307.084778;331.889313;288.346222;58.212769;55.555420;406.628937;422.994934;427.652466;584.297119;577.263428;567.778564;470.454468;470.355591;373.031433;472.560669;391.214172;533.654602;413.413727;579.083191;592.674805;611.495667;433.850159;399.094788;421.809845;451.820557;398.119019;475.299255;517.277344;35.775146;32.916199;8.207703;0.000000;75.852417;172.824463;138.312973;194.561188;501.828125;212.631760;367.116760;564.834534;526.306396;544.042542;408.580444
HP 86;228.469666;614.900879;504.896118;496.775696;518.353760;518.044617;458.252045;484.588715;491.336304;602.600708;105.889282;430.820435;416.136383;415.731812;393.562622;393.065765;393.146484;618.049866;570.565674;552.960938;534.395935;375.248657;409.837585;437.046722;376.852081;411.743500;437.671021;404.869049;392.524109;417.490845;414.041199;395.476196;468.135803;316.662720;303.901337;420.857208;416.699615;438.594116;358.122223;393.268738;379.186798;295.702728;259.273651;496.348785;383.703613;548.511230;515.146973;525.587463;456.917084;521.467896;487.003082;442.584503;480.354645;480.381073;577.318237;599.297180;624.502380;523.195984;647.789673;496.565613;347.430237;484.312744;476.649780;679.864746;659.893311;539.307251;454.012817;556.636108;309.541748;468.313599;501.442444;645.580811;453.175049;467.635406;238.101379;145.287277;147.607178;299.908783;475.510284;671.288330;286.195984;459.511627;445.330383;520.512268;465.889557;489.165619;518.864502;495.588440;406.427246;271.350800;317.376434;331.755890;361.927734;376.307190;116.821167;106.754120;139.635742;128.490845;45.434448;48.284973;98.608582;100.560913;149.961243;129.232727;239.417206;336.316650;352.471283;377.275818;333.732727;62.514893;114.992432;480.986450;497.352478;502.009949;658.654663;651.620850;642.136108;544.812012;544.713074;447.388947;546.918152;465.571655;608.012085;487.771210;653.440735;667.032349;685.853210;508.207642;474.947205;497.662262;527.672974;472.476532;549.656799;591.634766;40.077271;92.353210;67.644714;75.852417;0.000000;113.039154;78.527664;134.775879;576.185547;152.846451;441.474274;639.192078;600.663818;618.399963;482.937958
HP 87;129.859222;516.290405;406.285675;398.165253;419.743286;419.434174;482.980316;509.316986;516.064575;503.990295;214.584045;332.210022;317.525940;317.121399;294.952209;294.455322;294.536041;519.439514;471.955261;454.350525;435.785522;276.638214;311.227142;338.436279;278.241608;313.133026;339.060547;306.258606;417.252380;442.219116;438.769470;420.204468;492.864075;218.052277;269.672577;322.246765;318.089172;463.322388;259.511780;294.658325;403.915070;320.431000;239.649872;397.738373;285.093170;449.900818;416.536560;426.977051;358.306641;422.857513;388.392670;343.974091;381.744202;381.770660;478.707886;500.686859;525.892029;424.585541;549.179321;397.955200;246.961151;385.702332;378.039368;581.254272;561.282837;440.696838;355.402374;581.364380;334.270020;369.703156;402.832001;546.970459;354.564606;369.024933;139.490936;44.818195;47.138100;199.439697;376.899872;572.677917;187.585541;360.901184;346.719940;420.043182;367.279114;390.555176;420.254059;396.977997;305.958160;170.881714;216.907349;231.286804;261.458649;275.838104;3.782013;6.285034;39.166656;28.021759;158.473602;145.257019;207.303345;192.840271;49.492157;16.193573;138.948120;235.847565;252.002197;276.806732;233.263641;175.554047;223.687195;382.376007;398.742004;403.399536;560.044312;553.010498;543.525696;446.201538;446.102661;348.778503;448.307739;366.961243;509.401672;389.160797;554.830322;568.421875;587.242737;409.597229;499.675476;522.390503;552.401245;373.866089;451.046326;493.024445;153.116425;201.047974;180.683868;172.824463;113.039154;0.000000;40.900604;34.306793;477.575195;52.377373;342.863831;540.581665;502.053467;519.789612;384.327515
HP 88;167.591507;554.022705;444.017944;435.897522;457.475586;457.166473;520.712646;547.049316;553.796875;541.722534;184.416946;369.942261;355.258209;354.853638;332.684448;332.187592;332.268311;557.171753;509.687500;492.082764;473.517761;314.370483;348.959412;376.168549;315.973907;350.865326;376.792847;343.990875;454.984680;479.951416;476.501770;457.936768;530.596375;255.784561;307.404846;359.979034;355.821442;501.054626;297.244049;332.390564;441.647369;358.163269;277.382141;435.470612;322.825439;487.633057;454.268799;464.709290;396.038910;460.589752;426.124908;381.706329;419.476471;419.502899;516.440125;538.419067;563.624268;462.317810;586.911621;435.687439;284.693420;423.434570;415.771606;618.986572;599.015137;478.429108;393.134644;619.096680;372.002258;407.435425;440.564270;584.702759;392.296875;406.757233;177.223221;82.550476;84.870384;237.171982;414.632111;610.410156;225.317825;398.633453;384.452209;457.775452;405.011383;428.287445;457.986328;434.710266;343.690430;208.613998;254.639633;269.019104;299.190918;313.570374;44.682617;44.017315;76.898941;65.754044;123.962112;110.745529;177.136246;163.021469;87.224442;57.094177;176.680405;273.579834;289.734467;314.539001;270.995911;141.042557;193.520096;420.108276;436.474304;441.131775;597.776489;590.742798;581.257935;483.933807;483.834930;386.510773;486.039978;404.693481;547.133911;426.893036;592.562561;606.154175;624.975037;447.329468;537.407776;560.122864;590.133545;411.598358;488.778564;530.756653;118.604935;170.880875;146.172379;138.312973;78.527664;40.900604;0.000000;72.039078;515.307434;90.109657;380.596100;578.313904;539.785706;557.521851;422.059784
HP 89;108.122498;494.553680;384.548950;376.428528;398.006592;397.697418;461.243622;487.580292;494.327881;482.253540;192.847321;310.473267;295.789215;295.384644;273.215454;272.718597;272.799316;497.702759;450.218506;432.613770;414.048767;254.901505;289.490417;316.699554;256.504852;291.396271;317.323792;284.521881;395.515686;420.482422;417.032776;398.467773;471.127380;196.315552;247.935852;300.510040;296.352417;441.585632;237.775055;272.921570;382.178375;298.694275;217.913147;376.001617;263.356445;428.164062;394.799805;405.240295;336.569916;401.120758;366.655914;322.237335;360.007477;360.033905;456.971130;478.950104;504.155273;402.848785;527.442627;376.218445;225.224426;363.965576;356.302612;559.517578;539.546143;418.960114;333.665649;559.627686;312.533264;347.966431;381.095276;525.233765;332.827881;347.288177;117.754211;10.511402;12.831306;177.702972;355.163116;550.941162;165.848816;339.164459;324.983215;398.306458;345.542389;368.818451;398.517334;375.241272;284.221436;149.144989;195.170624;209.550079;239.721924;254.101379;38.088806;28.021759;4.859863;6.285034;180.210327;166.993744;185.566620;171.103546;15.185364;50.500366;117.211395;214.110840;230.265472;255.070007;211.526917;197.290771;201.950470;360.639282;377.005310;381.662781;538.307495;531.273804;521.788940;424.464783;424.365936;327.041779;426.570984;345.224487;487.664917;367.424042;533.093567;546.685181;565.506042;387.860474;477.938782;500.653839;530.664551;352.129333;429.309570;471.287689;174.853149;179.311249;202.420593;194.561188;134.775879;34.306793;72.039078;0.000000;455.838440;18.070578;321.127106;518.844910;480.316711;498.052856;362.590790
HP 9;386.459747;38.715225;580.265686;572.145203;593.723267;605.953979;711.054565;737.391235;744.138794;26.415085;498.863403;506.189941;491.505890;491.101318;468.932129;468.435272;468.515991;41.864326;36.810562;54.415298;72.980316;462.859863;497.448792;524.657959;476.657806;511.549225;537.476746;230.863647;645.326599;670.293335;666.843689;648.278687;720.938293;418.447662;470.067963;246.851807;311.320892;747.601685;445.733429;468.638245;631.989319;548.505188;496.250397;172.157043;271.052032;27.674408;61.038651;50.598160;211.992004;147.441147;120.373154;164.791733;155.378052;95.804565;29.765800;23.111656;48.316856;250.455154;73.847641;196.324783;382.772919;184.071915;229.901016;441.651154;421.679749;459.208221;373.913757;809.438599;588.258240;167.419083;576.811951;69.395287;361.503784;556.042603;338.084259;466.349884;468.669769;335.251465;192.781677;180.294708;444.186066;176.221069;222.499863;327.411011;291.884155;267.532196;297.231079;321.583038;440.592316;306.693481;352.719116;338.339661;397.270416;382.890961;481.357208;471.290161;460.698334;449.553436;542.960449;529.395569;491.582703;477.119629;471.023834;493.768768;365.713257;371.659332;387.813965;412.618500;369.075409;560.040894;507.966553;259.353027;275.719055;201.769119;167.661102;77.678833;403.922607;306.598450;464.614044;367.289886;216.964066;141.804581;278.057983;241.022446;415.227203;428.818756;447.639618;99.168610;727.749695;750.464783;780.475464;342.955048;150.848007;15.449242;537.603271;485.327332;510.035828;501.828125;576.185547;477.575195;515.307495;455.838470;0.000000;473.909027;267.468872;148.198471;34.455849;44.457882;558.307495
